"name","phone","website_url","address","place_id","rating","user_ratings_total","maps_url","business_status"
"Dr Jane Paterson","+61 3 9429 3343","http://www.drjanepaterson.com.au/","Epworth Hospital Suite 8.4, 89 Bridge Rd, Richmond VIC 3121, Australien","ChIJdeXBDO5C1moR4R_5VEU98AE","4.9","45","https://maps.google.com/?cid=139678956436135905","OPERATIONAL"
"Mr Vachara Niumsawatt","+61 3 8419 0900","https://www.melbplastsurg.com/surgeon/vachara-niumsawatt/","600 Victoria St, Richmond VIC 3121, Australien","ChIJlxEJtMxD1moRiyQ3P38eoGA","5","42","https://maps.google.com/?cid=6962598555785045131","OPERATIONAL"
"PDO Thread Lift, Skin & Laser by Dr Daiana Baragan at Elucell Medical Spa Richmond","+61 1300 773 121","http://www.elucell.com/","77 Bridge Rd, Richmond VIC 3121, Australien","ChIJ6TYHlhZ1bqoRRPFwuvaKsIw","5","47","https://maps.google.com/?cid=10137755553505538372","OPERATIONAL"
"Dr Jill Tomlinson - Plastic & Reconstructive Surgeon","+61 3 9427 9596","http://jilltomlinson.com/","549 Bridge Rd, Richmond VIC 3121, Australien","ChIJW0WEXelC1moRveLUPnXQkEg","4","24","https://maps.google.com/?cid=5228908369361035965","OPERATIONAL"
"Dr. Howard Webster","+61 3 9828 1306","https://drwebster.com.au/","Level 2/650 Bridge Rd, Richmond VIC 3121, Australien","ChIJgzvGNxlC1moRbKJoi1yFTVk","5","47","https://maps.google.com/?cid=6434946075104682604","OPERATIONAL"
"Dr. Erik","+61 3 9498 3315","http://drerik.com.au/","suite 2 level 2/50 Burwood Rd, Hawthorn VIC 3122, Australien","ChIJq6rq20hC1moR2bg7weQ8HdE","5","12","https://maps.google.com/?cid=15068266881443674329","OPERATIONAL"
"Dr Sophie Ricketts","+61 3 9828 1307","http://drsophiericketts.com.au/","2/650 Bridge Rd, Richmond VIC 3121, Australien","ChIJudleQOhC1moRi-KJcPWH9gw","4.9","28","https://maps.google.com/?cid=934083460950778507","OPERATIONAL"
"Melbourne Cosmetic & Laser Clinic - Dr Sherrie Chew","+61 3 9078 9997","https://www.hemac.com.au/aesthetic-skin","Level 1/663 Burwood Rd, Hawthorn East VIC 3123, Australien","ChIJWTdbHCtC1moRTNf-nKj9uUE","4.9","642","https://maps.google.com/?cid=4736095383787067212","OPERATIONAL"
"Dr Craig Rubinstein - Specialist Plastic Surgeon","+61 3 8849 1400","https://drcraigrubinstein.com.au/","759 Burwood Rd, Hawthorn East VIC 3123, Australien","ChIJx2raz_FC1moRJM6muQvCQJw","4.9","136","https://maps.google.com/?cid=11259212424041385508","OPERATIONAL"
"Burgundy Hill Plastic Surgery Centre","+61 3 9205 0111","","2 Erin St, Richmond VIC 3121, Australien","ChIJYbm0ke5C1moR2NFNaixfYF0","5","1","https://maps.google.com/?cid=6728482487658205656","OPERATIONAL"
"Hawthorn East Medical & Aesthetic Clinic - HEMAC","+61 3 9078 9997","https://www.hemac.com.au/","663 Burwood Rd, Hawthorn East VIC 3123, Australien","ChIJWTdbHCtC1moRoXCJZhyyFkw","4.6","960","https://maps.google.com/?cid=5482765431419269281","OPERATIONAL"
"EST Clinic Melbourne CBD 墨尔本医美中心 | Cosmetic Clinic in Melbourne CBD","+61 3 9650 6085","https://estclinic.com.au/","271 Collins St, Melbourne VIC 3000, Australien","ChIJq6raR7RC1moRG5uASN56eRE","4.7","109","https://maps.google.com/?cid=1259172665944480539","OPERATIONAL"
"Richard Zinn Plastic Surgery","+61 3 8658 6655","http://richardzinnplasticsurgery.com.au/","44 The Avenue, Windsor VIC 3181, Australien","ChIJeVDSL-hC1moRFLRQZ8TbYRY","5","99","https://maps.google.com/?cid=1612811778168763412","OPERATIONAL"
"Plexus Medical & Cosmetic","+61 3 9826 5107","https://plexussouthyarra.com.au/","663 Chapel St, South Yarra VIC 3141, Australien","ChIJ8TK48YRC1moRPql-EjWAHVo","4.6","192","https://maps.google.com/?cid=6493487203170036030","OPERATIONAL"
"Hawthorn Plastic Surgery","+61 3 9421 5555","http://www.hawthornplasticsurgery.com/","527 Glenferrie Rd, Hawthorn VIC 3122, Australien","ChIJBz9GDSASKWsR6nOnMtGSMg4","","","https://maps.google.com/?cid=1023041492562179050","OPERATIONAL"
"Dr Bryan Mendelson","+61 3 9826 0977","https://bmendelson.com.au/","12 Carters Ave, Toorak VIC 3142, Australien","ChIJA8EkLXxC1moRujmgRCMIPQo","4.2","9","https://maps.google.com/?cid=737754861526858170","OPERATIONAL"
"Dr. Damon Thomas","+61 3 9508 9508","https://www.drdamonthomas.com.au/","253 Wattletree Rd, Malvern VIC 3144, Australien","ChIJ__r5Go1c1moRX_LjsfOVTH8","4.9","180","https://maps.google.com/?cid=9172871414940955231","OPERATIONAL"
"Australian Cosmetic Surgery Centre","+61 3 9521 5567","http://acsc.com.au/","44 The Avenue, Windsor VIC 3181, Australien","ChIJWW1GlzFo1moRX-cUW8-uh_c","","","https://maps.google.com/?cid=17836417054833698655","OPERATIONAL"
"Dr Simon Overstall","+61 3 9509 8388","http://www.simonoverstall.com/","Suite 45, Cabrini Malvern, 183 Wattletree Rd, Malvern VIC 3144, Australien","ChIJvYcnMORp1moRCWM9KYtFdtc","4.7","23","https://maps.google.com/?cid=15525673229401023241","OPERATIONAL"
"Dr. Andrew Greensmith","+61 3 9508 9508","","253 Wattletree Rd, Malvern VIC 3144, Australien","ChIJX-50I_tp1moRyE2rnZ2GyDA","4.9","240","https://maps.google.com/?cid=3515207520675909064","OPERATIONAL"
"Dr Morris Ritz","+61 3 9508 9508","https://www.ritzplasticsurgery.com.au/","253 Wattletree Rd, Malvern VIC 3144, Australien","ChIJX-50I_tp1moRmGn32NnO0pI","4.5","30","https://maps.google.com/?cid=10579745909690034584","OPERATIONAL"
"Hamish Farrow - Hawthorn Plastic Surgery","+61 3 9421 5555","http://hamishfarrow.com/","527 Glenferrie Rd, Hawthorn VIC 3122, Australien","ChIJJxnFMzpC1moRkVXyL4M7G7k","4.4","13","https://maps.google.com/?cid=13338320156019021201","OPERATIONAL"
"Melbourne Clinical Laser South Yarra","+61 481 789 918","https://www.melbourneclinicallaser.com.au/areas-we-serve/south-yarra/","552 Chapel St, South Yarra VIC 3141, Australien","ChIJc3qOFpdD1moRa0kzg16ePms","4.9","75","https://maps.google.com/?cid=7727788139379640683","OPERATIONAL"
"Mr Dean Trotter","+61 3 9828 1300","https://deantrotter.com.au/","2/650 Bridge Rd, Richmond VIC 3121, Australien","ChIJgzvGNxlC1moRFwBKwik3jo8","4.8","18","https://maps.google.com/?cid=10344266046609424407","OPERATIONAL"
"Plastic Surgeons","+61 3 8849 1400","","759 Burwood Rd, Hawthorn East VIC 3123, Australien","ChIJq6j0eC9C1moRoCtsUDeNDN0","5","1","https://maps.google.com/?cid=15928261250814585760","OPERATIONAL"
"Kiora Skin Clinic & Spa","+61 3 8554 4343","http://www.kiora.com.au/","Unit 1/723 Glenferrie Rd, Hawthorn VIC 3122, Australien","ChIJGSuP8TJC1moRRCgeKvZqfGg","4.7","42","https://maps.google.com/?cid=7529010282557745220","OPERATIONAL"
"Dr Grace Lin","+61 3 8554 4343","http://kiora.com.au/anti-wrinkle-injection-melbourne.asp","Unit 1/723 Glenferrie Rd, Hawthorn VIC 3122, Australien","ChIJGSuP8TJC1moRlGJgRBpOBVE","5","1","https://maps.google.com/?cid=5838158366678999700","OPERATIONAL"
"Dr Alenka Paddle","+61 3 8419 0900","https://alenkapaddle.com.au/","600 Victoria St, Richmond VIC 3121, Australien","ChIJQzeUeh9D1moRn7_jXkEpIzs","5","29","https://maps.google.com/?cid=4261295033164218271","OPERATIONAL"
"Niche Plastic Surgery","+61 3 9853 9705","https://www.nicheplasticsurgery.com.au/","15 Princess St, Kew VIC 3101, Australien","ChIJVbUodchD1moRUxPwanVK4wk","4.8","141","https://maps.google.com/?cid=712495034220417875","OPERATIONAL"
"Life HQ Wellness","+61 447 559 844","https://lifehqwellness.com/","Unit 129/17-33 Milton Parade, Malvern VIC 3144, Australien","ChIJn1kENeZp1moRvCuXvoEhyr4","5","6","https://maps.google.com/?cid=13747837653633936316","OPERATIONAL"
"Peters Julian","+61 3 9384 5122","","766 Elizabeth St, Melbourne VIC 3000, Australien","ChIJlQn-ni1d1moRtERA6sb6qVo","5","1","https://maps.google.com/?cid=6533028466718164148","OPERATIONAL"
"Northside Dermatology Skin Clinic Melbourne","+61 3 8582 8688","https://northsidedermatology.com.au/","379 St Georges Rd, Fitzroy North VIC 3068, Australien","ChIJoWFrWoFD1moRi_ulbr8Btuo","4.6","267","https://maps.google.com/?cid=16912707372343229323","OPERATIONAL"
"Dr Jeremy Richardson - Specialist Plastic Surgeon Melbourne","+61 3 9486 6721","http://www.jeremyrichardson.com.au/","416 Queens Parade, Fitzroy North VIC 3068, Australien","ChIJyzZtQBZD1moRpPTc_shgNKQ","4.7","50","https://maps.google.com/?cid=11832188537394754724","OPERATIONAL"
"Dr Rakib - Aesthetic Doctors Australia | Cosmetic Clinic","+61 451 670 083","","2/457 Heidelberg Rd, Fairfield VIC 3078, Australien","ChIJAU-2ahpd1moRwaUIXizBC-E","5","86","https://maps.google.com/?cid=16216267279577949633","OPERATIONAL"
"Cleopatra Plastic Surgery","+61 3 9372 9362","https://www.cleopatraplasticsurgery.com.au/","265 Ascot Vale Rd, Ascot Vale VIC 3032, Australien","ChIJ__GyO_pc1moRya76kmtNwXI","4.3","6","https://maps.google.com/?cid=8268975515251683017","OPERATIONAL"
"Mr Adel Morsi","+61 3 9372 9362","http://www.cleopatraplasticsurgery.com.au/","265 Ascot Vale Rd, Ascot Vale VIC 3032, Australien","ChIJ__GyO_pc1moRsY581XMoEMM","5","2","https://maps.google.com/?cid=14055778914991378097","OPERATIONAL"
"Turn The Corner Medical Clinic Brunswick","+61 1300 557 502","http://www.turnthecorner.com.au/","301 Albert St, Brunswick VIC 3056, Australien","ChIJBX5zb4dd1moRX09CsOjLvHo","4.9","418","https://maps.google.com/?cid=8844167968498798431","OPERATIONAL"
"Dr Rodrigo Teixeira Plastic Surgery","+61 3 9000 3800","https://rteixeira.com.au/","L2/244 Lower Heidelberg Rd, Ivanhoe East VIC 3079, Australien","ChIJcWgcny1d1moRq1qhxm-oCjs","4.8","51","https://maps.google.com/?cid=4254397996032154283","OPERATIONAL"
"Dr. Seneviratne Sugitha","+61 3 9088 5000","https://northeastplasticsurgery.com.au/","53 Fletcher St, Essendon VIC 3040, Australien","ChIJ_zqv-Xtc1moRMFWFIjN-YcQ","4.6","17","https://maps.google.com/?cid=14150730262262404400","OPERATIONAL"
"NorthEast Plastic Surgery","+61 3 9088 5000","http://www.northeastplasticsurgery.com.au/","53 Fletcher St, Essendon VIC 3040, Australien","ChIJe3FGgYlc1moRDG8wyhNVtjM","4.4","40","https://maps.google.com/?cid=3726259285180575500","OPERATIONAL"
"Specialist Surgical Group - Essendon","+61 3 9466 7338","https://specialistsurgicalgroup.com.au/","163 Keilor Rd, Essendon VIC 3040, Australien","ChIJBYg0qvxd1moRCWsoqdsneKg","5","52","https://maps.google.com/?cid=12139496619966491401","OPERATIONAL"
"Brian Yue Plastic Surgery","+61 436 531 075","https://www.brianyue.com.au/","163 Keilor Rd, Essendon VIC 3040, Australien","ChIJHeQ1fbNd1moRT3PCzbd4LhM","5","1","https://maps.google.com/?cid=1382174866475742031","OPERATIONAL"
"Essendon ENT Head and Neck Surgery Centre","+61 3 9375 2099","","125 Napier St, Essendon VIC 3040, Australien","ChIJ7x-6xotc1moRHZEneve4Q4k","5","2","https://maps.google.com/?cid=9890952579681587485","OPERATIONAL"
"Queens Parade Specialists","+61 3 9989 0740","https://queensparadespecialists.com.au/","416 Queens Parade, Fitzroy North VIC 3068, Australien","ChIJJUQtuxdD1moRZ3IOcoNdM7A","5","4","https://maps.google.com/?cid=12696594593623208551","OPERATIONAL"
"Dr Terry Wu FRACS (Plast.) MBBS (Melb.)","+61 3 9654 6552","http://www.terrywu.com.au/","suite 3 ground floor/182 Victoria Parade, East Melbourne VIC 3002, Australien","ChIJsYTrobZA1moRm6Ex37BNfp8","4.7","10","https://maps.google.com/?cid=11492708721150239131","OPERATIONAL"
"Dr Sian Fairbank","+61 3 9052 6864","https://www.sianfairbank.com.au/","Ground Floor, Suite 3/182 Victoria Parade, East Melbourne VIC 3002, Australien","ChIJi-NuV8NC1moRf3q2d42nKnM","4.7","108","https://maps.google.com/?cid=8298629489424235135","OPERATIONAL"
"Burgundy Hill Plastic Surgery Centre - Dr. Robert Donato","+61 3 9455 1853","","445 Heidelberg Rd, Heidelberg VIC 3084, Australien","ChIJwYo9l4ZG1moRmPD5RKDxkAs","3.1","17","https://maps.google.com/?cid=833431601717833880","OPERATIONAL"
"Melbourne Institute of Plastic Surgery","+61 3 8419 0900","https://www.melbplastsurg.com/","600 Victoria St, Richmond VIC 3121, Australien","ChIJ27TtZVNC1moRI8n7qoJbul0","4.3","6","https://maps.google.com/?cid=6753811207967983907","OPERATIONAL"
"Horizon Plastic Surgery","+61 3 8560 2999","http://www.horizonplasticsurgery.com/","Level 2/6 English St, Essendon Fields VIC 3041, Australien","ChIJ_zqv-Xtc1moRii4bMo1QHLc","4.9","264","https://maps.google.com/?cid=13194509575649963658","OPERATIONAL"
"Dr. Damien Grinsell","+61 3 8560 2999","http://www.horizonplasticsurgery.com/","Level 2/6 English St, Essendon Fields VIC 3041, Australien","ChIJ_zqv-Xtc1moR_hw6HkGm7ZI","4.5","40","https://maps.google.com/?cid=10587301097628114174","OPERATIONAL"
"Dr Mark Baldwin","+61 3 8560 2999","http://www.horizonplasticsurgery.com/","Level 2/6 English St, Essendon Fields VIC 3041, Australien","ChIJ_zqv-Xtc1moRl9Ac4RLpPlA","4.8","25","https://maps.google.com/?cid=5782315238885740695","OPERATIONAL"
"Dr Zenia Chow FRACS, MBBS(hons)","+61 3 9081 9006","http://drzeniachow.com.au/","Suite 10A/210 Burgundy St, Heidelberg VIC 3084, Australien","ChIJAQCcJSND1moRA6zuDdMIMXA","4.8","21","https://maps.google.com/?cid=8084252508671618051","OPERATIONAL"
