"name","phone","website_url","address","place_id","rating","user_ratings_total","maps_url","business_status"
"Care Family Dental Toorak","+61 3 9826 3633","https://www.carefamilydental.com.au/?utm_source=google&utm_medium=organic_gmb&utm_content=main_button&utm_campaign=gmb","17a/459 Toorak Rd, Toorak VIC 3142, Australien","ChIJb5OwS3xC1moRDkv365Eb1gY","5","68","https://maps.google.com/?cid=492611522786708238","OPERATIONAL"
"Dental off Chapel","+61 3 9510 5198","https://dentaloffchapel.com/","6 Chatham St, Prahran VIC 3181, Australien","ChIJGU05EiVo1moRvPSr4dfiAuQ","4.9","123","https://maps.google.com/?cid=16429943807432979644","OPERATIONAL"
"South Yarra Dental Group","+61 3 9827 3314","https://sydg.com.au/","207 Williams Rd, South Yarra VIC 3141, Australien","ChIJY2k4lypo1moRtsRyyiUDe0M","4.9","212","https://maps.google.com/?cid=4862483683521774774","OPERATIONAL"
"The Dentists South Yarra","+61 3 9826 9511","https://www.thedentists.com.au/","499 Malvern Rd, South Yarra VIC 3141, Australien","ChIJS5RG_CVo1moRreJAWLXdJXE","4.8","52","https://maps.google.com/?cid=8153166471363617453","OPERATIONAL"
"Bond Street Dental South Yarra","+61 1300 266 378","https://www.bondstreetdental.com.au/","6 Bond St, South Yarra VIC 3141, Australien","ChIJMY16toJC1moRgpIzrniQyX0","4.7","127","https://maps.google.com/?cid=9063934573052924546","OPERATIONAL"
"Lifetime Dental","+61 3 9510 1644","https://www.lifetimedental.com.au/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_term=home","684 Malvern Rd, Prahran VIC 3181, Australien","ChIJx7NQyNJp1moRwVUc6FPDiqs","4.7","180","https://maps.google.com/?cid=12360906892415620545","OPERATIONAL"
"Dr Helen's Dental & Implant Studio","+61 3 9510 5597","https://www.drhelen.com.au/","Unit 1a/605 High St, Prahran VIC 3181, Australien","ChIJIcG8stNp1moRaj_ZjEoE_As","4.9","203","https://maps.google.com/?cid=863569946785431402","OPERATIONAL"
"Elwood Family Dentist","+61 3 9531 8095","https://elwoodfamilydentist.com.au/","87 Brighton Rd, Elwood VIC 3184, Australien","ChIJ-_XY4Vto1moRs0dA_FzcGGk","4.7","57","https://maps.google.com/?cid=7573045065350662067","OPERATIONAL"
"DR Dental South Yarra","+61 3 9826 2146","https://drdental.com.au/","Suite G3/657 Chapel St, South Yarra VIC 3141, Australien","ChIJB6eA9ZJD1moR-nDt_WUK5BY","4.9","22","https://maps.google.com/?cid=1649454796692615418","OPERATIONAL"
"Balaclava Dental Care","+61 3 9527 7278","https://www.balaclavadentalcare.com.au/","322 Carlisle St, St Kilda East VIC 3183, Australien","ChIJ77isv09o1moRF_EHk410Nm8","4.8","211","https://maps.google.com/?cid=8013720738358358295","OPERATIONAL"
"Signature Dentistry","+61 3 9826 1338","https://signaturedentistry.com.au/?utm_medium=local&utm_source=gmb","1A Grange Rd, Toorak VIC 3142, Australien","ChIJnwcAeXxC1moR8tYfQmwfFRM","4.9","74","https://maps.google.com/?cid=1375039811057866482","OPERATIONAL"
"Chapel Gate Dental","+61 3 9531 3742","https://www.chapelgatedental.com/?utm_source=google&utm_medium=GMB&utm_campaign=GMB","level 1/118 Chapel St, St Kilda VIC 3182, Australien","ChIJ8alGM1to1moRTTUj1l-8DZ4","4.9","509","https://maps.google.com/?cid=11388966152490399053","OPERATIONAL"
"The Melbourne Smile Centre","+61 3 9824 7722","http://www.themelbournesmilecentre.com.au/","1007 Malvern Rd, Toorak VIC 3142, Australien","ChIJyYpA4XVC1moRqgT8TKwwkRw","4.9","47","https://maps.google.com/?cid=2058480021269120170","OPERATIONAL"
"Dental Care Group","+61 3 9509 1500","https://dentalcaregroup.com.au/","95 Wattletree Rd, Armadale VIC 3143, Australien","ChIJ7wr0Vt1p1moRxejr-HqLruk","4.8","97","https://maps.google.com/?cid=16838549417063344325","OPERATIONAL"
"D-Spa","+61 3 9826 6700","http://d-spa.com.au/","521/523 Chapel St, South Yarra VIC 3141, Australien","ChIJfdJB1ZxC1moRHtDoEOqqz2w","4.8","188","https://maps.google.com/?cid=7840673398558085150","OPERATIONAL"
"Hawthorn Road Family Dental Clinic","+61 3 9533 0996","http://www.familydentalclinic.com.au/","261 Hawthorn Rd, Caulfield North VIC 3161, Australien","ChIJQTF4zrxp1moR4rT3xjprVHk","4.4","86","https://maps.google.com/?cid=8742730676823373026","OPERATIONAL"
"818 Dental","+61 3 9509 1883","https://www.818dental.com.au/","818 High St, Armadale VIC 3143, Australien","ChIJHaKn7NBp1moRwaVPgC4s-cg","4.9","155","https://maps.google.com/?cid=14481654655019361729","OPERATIONAL"
"K1 Dental","+61 3 9827 2922","https://www.k1dental.com.au/","12 Carters Ave, Toorak VIC 3142, Australien","ChIJJZnFJ3xC1moR2xfpJ6GBUYg","4.7","243","https://maps.google.com/?cid=9822774791431067611","OPERATIONAL"
"Armadale Dental Care","+61 3 9500 1600","https://armadaledentalcare.com/","822 High St, Armadale VIC 3143, Australien","ChIJS14SltBp1moRrQfuh2YP8zU","4.9","233","https://maps.google.com/?cid=3887467836392474541","OPERATIONAL"
"High Dental Implants Melbourne","+61 3 9077 6363","https://www.highdentalimplantsmelbourne.com.au/","580 Glen Huntly Rd, Elsternwick VIC 3185, Australien","ChIJY3H6IN5p1moRQeXfIEm-oQU","4.9","433","https://maps.google.com/?cid=405814662733489473","OPERATIONAL"
"Caulfield South Dental Surgery","+61 3 9523 7530","https://www.caulfieldsouthdentalsurgery.com.au/","858 Glen Huntly Rd, Caulfield South VIC 3162, Australien","ChIJWTj5U6Bp1moRa8hyI2vKMXY","4.9","14","https://maps.google.com/?cid=8516810931839354987","OPERATIONAL"
"Central Dental Elsternwick","+61 3 9523 5067","http://www.centraldentalelsternwick.com.au/","74A Orrong Rd, Elsternwick VIC 3185, Australien","ChIJveKz-Ghp1moRrGiBUmu__6o","5","193","https://maps.google.com/?cid=12321777573175584940","OPERATIONAL"
"Cosmetic and Laser Dentistry Centre - Dentist Caulfield","+61 3 9500 2084","https://www.cldc.com.au/","236 Balaclava Rd, Caulfield North VIC 3161, Australien","ChIJ1dPFCL9p1moRCRhVrPFnRng","4.9","218","https://maps.google.com/?cid=8666728820597135369","OPERATIONAL"
"Next Smile Australia – All-on-4® Dental Implants Melbourne","+61 3 9826 1702","https://nextsmile.com.au/clinics/melbourne-super-clinic?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_term=melbourne","455 Auburn Rd, Hawthorn VIC 3122, Australien","ChIJMY16toJC1moRZbtZc25u70o","4.9","327","https://maps.google.com/?cid=5399655898901232485","OPERATIONAL"
"With U Dental","+61 3 8820 1119","https://withudental.com.au/","2 Wills St, Hawthorn East VIC 3123, Australien","ChIJOVyZgYZB1moRR5A4kH16MYI","5","175","https://maps.google.com/?cid=9381414178498580551","OPERATIONAL"
"Pacific Smiles Dental Glen Iris","+61 3 9897 5800","https://www.pacificsmilesdental.com.au/locations/victoria/glen-iris/?utm_source=google_my_business&utm_medium=yext","766 Toorak Rd, Glen Iris VIC 3146, Australien","ChIJBZY9lgBD1moRizCvt2p-Xss","4.3","133","https://maps.google.com/?cid=14654289234323517579","OPERATIONAL"
"Tendler Dental","+61 3 9822 9766","https://tendlerdental.com.au/?utm_source=google_business_profile&utm_medium=organic","801 Toorak Rd, Hawthorn East VIC 3123, Australien","ChIJ31RHhB5C1moRweMfHCz9Atk","4.9","73","https://maps.google.com/?cid=15637339222076023745","OPERATIONAL"
"Victorian Dental Group","+61 3 9088 5808","https://www.victoriandentalgroup.com.au/","291 Wattletree Rd, Malvern East VIC 3145, Australien","ChIJRWex2Thp1moR7nb_Vm9FPLg","5","136","https://maps.google.com/?cid=13275562146084648686","OPERATIONAL"
"The Centre for Advanced Dentistry","+61 3 8525 3973","http://www.c4ad.com.au/","1064 Glen Huntly Rd, Glen Huntly VIC 3163, Australien","ChIJvcWZzhhp1moRfydCTp1juWo","5","50","https://maps.google.com/?cid=7690287365985806207","OPERATIONAL"
"DentalCare Carnegie","+61 3 9571 6667","https://dentalcarecarnegie.com.au/?utm_source=google&utm_medium=maps&utm_id=google+maps","1/61 Koornang Rd, Carnegie VIC 3163, Australien","ChIJnSlOgCNq1moRxOPdbd9F6ec","4.9","1911","https://maps.google.com/?cid=16710964718258217924","OPERATIONAL"
"Care Dental Camberwell","+61 3 9344 1650","https://www.caredentalcamberwell.com.au/?utm_campaign=GMB","257 Camberwell Rd, Camberwell VIC 3124, Australien","ChIJ_19n9YRB1moRQL2KFbwMURk","5","175","https://maps.google.com/?cid=1824253326016560448","OPERATIONAL"
"Gardiner Dental","+61 3 9885 7000","https://gardinerdental.com.au/","Suite 2/35-43 High St, Glen Iris VIC 3146, Australien","ChIJSxCl_uNB1moRRIq3ZP9t1j4","5","87","https://maps.google.com/?cid=4527927419041450564","OPERATIONAL"
"Camberwell Road Dental","+61 3 9078 5545","https://camberwellroaddental.com.au/","618 Camberwell Rd, Camberwell VIC 3124, Australien","ChIJd89tzo5B1moRADeYmZVtgMM","4.9","124","https://maps.google.com/?cid=14087380123709355776","OPERATIONAL"
"Malvern East Dental","+61 3 9571 3743","http://www.malverneastdental.com.au/","270 Waverley Rd, Malvern East VIC 3145, Australien","ChIJXc-_fBlq1moRvWsavGsE7dk","4.9","202","https://maps.google.com/?cid=15703212336474647485","OPERATIONAL"
"MHT Dentistry","+61 3 9813 8853","http://www.mhtdentistry.com.au/","185 Darling Rd, Malvern East VIC 3145, Australien","ChIJ90YXSw9q1moR5SJ7kMjmb4M","5","101","https://maps.google.com/?cid=9471042290475279077","OPERATIONAL"
"North Road Dental Clinic","+61 3 9578 5552","http://www.northdental.com.au/","687 North Rd, Carnegie VIC 3163, Australien","ChIJBQbet9Zr1moR6Nml77iHdVs","4.9","34","https://maps.google.com/?cid=6590322858090945000","OPERATIONAL"
"Camberwell Dental Centre","+61 3 9836 8270","https://www.camberwelldentalcentre.com.au/","639 Riversdale Rd, Camberwell VIC 3124, Australien","ChIJFUQDRqdB1moRJVlJGChuU3c","5","156","https://maps.google.com/?cid=8598337232065616165","OPERATIONAL"
"Malvern Family Dental & Implant Centre","+61 3 9509 1439","https://malvernfamilydental.com.au/","30 Burke Rd, Malvern East VIC 3145, Australien","ChIJ6bua3-lp1moRwQJYzmzs-ws","4.9","149","https://maps.google.com/?cid=863543705634079425","OPERATIONAL"
"Yarraville Dental","+61 3 9314 7712","https://www.yarravilledental.com.au/","64 Anderson St, Yarraville VIC 3013, Australien","ChIJdWaVQq1n1moRQtF-lQXO5oI","5","68","https://maps.google.com/?cid=9432452992952357186","OPERATIONAL"
"Williamstown Road Dental Surgery","+61 3 9314 3311","https://dentistwilliamstown.com.au/","200 Williamstown Rd, Yarraville VIC 3013, Australien","ChIJaxbCNE9n1moRwcpCG8uEYvM","5","257","https://maps.google.com/?cid=17537725906804722369","OPERATIONAL"
"Docklands Dental Studio","+61 3 9021 9487","https://www.docklandsdentalstudio.com.au/","57 Merchant St, Docklands VIC 3008, Australien","ChIJ5eFdsF5d1moRH4L1eE2bjLg","4.9","240","https://maps.google.com/?cid=13298174556762374687","OPERATIONAL"
"DENTAL4U YARRAVILLE DENTIST","+61 3 9687 7786","https://www.dental4u.com.au/","11 C, Murray St, Yarraville VIC 3013, Australien","ChIJIQXUtVxn1moRzr6H5SkEu18","4.7","33","https://maps.google.com/?cid=6898111832239095502","OPERATIONAL"
"Choice Dental Group","+61 3 9687 5779","http://choicedental.com.au/","37 Anderson St, Yarraville VIC 3013, Australien","ChIJYy18Q0Nn1moRqLo3hyXNl3Q","4.9","114","https://maps.google.com/?cid=8401409190949010088","OPERATIONAL"
"Kingsville Dental","+61 3 7044 5540","https://www.kingsvilledental.com.au/","194 Somerville Rd, Kingsville VIC 3012, Australien","ChIJM2DyiORn1moRvKOFaIxH4ro","5","31","https://maps.google.com/?cid=13466404504165786556","OPERATIONAL"
"Pacific Smiles Dental Melbourne","+61 3 8600 1600","https://www.pacificsmilesdental.com.au/locations/victoria/melbourne-cbd/?utm_source=google_my_business&utm_medium=yext","360 Bourke St, Melbourne VIC 3000, Australien","ChIJ3y3IF7VC1moRJ5bVFtMYhDE","4.5","346","https://maps.google.com/?cid=3568004099684537895","OPERATIONAL"
"The Affordable Dentist Melbourne","+61 1300 721 184","https://affordabledentistcbd.melbourne/?utm_source=GMB&utm_medium=GMBprofile&utm_campaign=GMBprofile","GL/350 Collins St, Melbourne VIC 3000, Australien","ChIJp79GigRD1moRTkHOLJIyzic","4.5","278","https://maps.google.com/?cid=2868285616079913294","OPERATIONAL"
"MC Dental Docklands","+61 3 8608 8970","https://www.mcdental.com.au/","10/677 La Trobe St, Docklands VIC 3008, Australien","ChIJG0cr_kRd1moRh3fRlBNJe6g","4.8","570","https://maps.google.com/?cid=12140377568957265799","OPERATIONAL"
"Smile Solutions - Dentist Melbourne","+61 3 9650 4920","https://www.smilesolutions.com.au/","Level 1, 220 Collins Street, Manchester Unity Building, Melbourne VIC 3000, Australien","ChIJ2f1s27VC1moRNptdlJ4AQJU","4.9","942","https://maps.google.com/?cid=10754596591254739766","OPERATIONAL"
"Australian Dentists Clinic","+61 3 9088 0257","https://dentistsclinic.com.au/locations/melbourne-cbd/index.html","Level 3/620 Bourke St, Melbourne VIC 3000, Australien","ChIJT4JW5U5d1moR5r5SAE7O8lk","4.8","1790","https://maps.google.com/?cid=6481469648147758822","OPERATIONAL"
"Happy Dentistry","+61 3 9663 3401","https://happy-dentistry.com.au/","Level 3/181 Swanston St, Melbourne VIC 3000, Australien","ChIJjUhjVblD1moRoJ_5XKMyb5g","4.9","376","https://maps.google.com/?cid=10984053693400850336","OPERATIONAL"
"Art De Dente - Dentist Melbourne CBD","+61 3 9125 6201","https://artdedente.com.au/","Level 17/190 Queen St, Melbourne VIC 3000, Australien","ChIJQ_ygSktd1moR-kZ3MP2-xFo","4.8","416","https://maps.google.com/?cid=6540562553497929466","OPERATIONAL"
"Dr. Leila Zamani Dental Practice","+61 3 9670 9020","https://www.dentist-melbourne-cbd.com.au/","Level 6/488 Bourke St, Melbourne VIC 3000, Australien","ChIJRUAwjktd1moRMO44aTDEUho","4.9","188","https://maps.google.com/?cid=1896794105279213104","OPERATIONAL"
"Southern Cross Smiles","+61 3 9670 0321","https://scsmiles.com.au/","717 Bourke St, Docklands VIC 3008, Australien","ChIJhXHWplpd1moR7p7NktsFQyI","4.8","212","https://maps.google.com/?cid=2468823461348089582","OPERATIONAL"
