"name","phone","website_url","address","place_id","rating","user_ratings_total","maps_url","business_status"
"Cafe & Factory 11","+381 65 3675658","http://www.cafe-factory.net/","Scerbinova 5, Beograd, Serbien","ChIJofGBfOtvWkcRADi7oF-G53M","4.7","593","https://maps.google.com/?cid=8351791779258513408","OPERATIONAL"
"Time Café and more","+381 65 5313131","","Nušićeva 6, Beograd, Serbien","ChIJf68zBK56WkcR8809eaGK_mo","4.4","532","https://maps.google.com/?cid=7709752038233329139","OPERATIONAL"
"Natalie - Cafe & Bistro","+381 63 493550","","Kraljice Natalije 45, Beograd 11000, Serbien","ChIJYbDjlah6WkcRzuvgUXZwcg4","4.5","634","https://maps.google.com/?cid=1041018117358152654","OPERATIONAL"
"Caffe Motiv","+381 11 3119188","http://caffemotiv.com/","Bulevar umetnosti 27, Beograd, Serbien","ChIJlYxzr3xlWkcRrNAwkP0urdo","4.3","689","https://maps.google.com/?cid=15757302337819955372","OPERATIONAL"
"Caffe Vesele domaćice","+381 11 2656878","https://www.instagram.com/veseledomacice/","Sarajevska 1, Beograd 11000, Serbien","ChIJMYtA16l6WkcR32CHBU_WDeM","4.5","840","https://maps.google.com/?cid=16360968656190398687","OPERATIONAL"
"Russo cafe","","","Belgrad, Serbien","ChIJl_QyOF5lWkcRI4uFs7Owxs8","4.5","227","https://maps.google.com/?cid=14971848297097300771","OPERATIONAL"
"Kafeterija Šećer","+381 66 333288","https://m.facebook.com/kafeterijasecer/","Kneza Miloša 43, Beograd 11000, Serbien","ChIJVYKsHHtxWkcRllqs7s03BFI","4.5","757","https://maps.google.com/?cid=5909909968629029526","OPERATIONAL"
"Caffe Tierra","+381 11 4116688","http://www.caffetierra.rs/","Njegoševa 7, Beograd 11000, Serbien","ChIJo8PtApB7WkcRIZqEZdr35BA","4.2","319","https://maps.google.com/?cid=1217370316674996769","OPERATIONAL"
"Šećer kafeterija","","http://www.secer.rs/","Zadarska 2, Beograd, Serbien","ChIJ23RgbPFlWkcRgNX6Av3LH04","4.5","936","https://maps.google.com/?cid=5629442346773566848","OPERATIONAL"
"Vanilica Bar","+381 64 4920371","https://www.facebook.com/Vanilica-Bar-527292157365182/","Kralja Milutina 53, Beograd 11000, Serbien","ChIJ-eidvglwWkcR4AUXPMLJpHk","4.6","725","https://maps.google.com/?cid=8765352610838808032","OPERATIONAL"
"Mini Bar Café","+381 69 4550256","","Kondina 16, Beograd 11000, Serbien","ChIJg7RSdPR7WkcRi_d1hI1370g","4.9","91","https://maps.google.com/?cid=5255550739861075851","OPERATIONAL"
"Caffe Kod Andrije","","","Simina 9a, Beograd 11000, Serbien","ChIJ5TOhurR6WkcRiKOQdkn3EE8","4.8","367","https://maps.google.com/?cid=5697325423517541256","OPERATIONAL"
"Comuna Cafe","+381 65 8932239","https://www.011info.com/kafe-barovi-i-klubovi/comuna-caffe-bar","11070, Bulevar Mihajla Pupina 167, Beograd, Serbien","ChIJg0nGaXplWkcRp7404XsfBOE","4.5","378","https://maps.google.com/?cid=16214119175360396967","OPERATIONAL"
"Skica caffe - ""Škola života""","","","Kosančićev venac 28, Beograd 11000, Serbien","ChIJTdnClE1lWkcRLTLxhC-CI9Q","4.5","966","https://maps.google.com/?cid=15286204700831068717","OPERATIONAL"
"Caffe ili-ili","+381 11 4538140","","Cetinjska 9, Beograd 11000, Serbien","ChIJvf2eJLF6WkcRi_3JB-9TnO0","4.5","370","https://maps.google.com/?cid=17121652169448750475","OPERATIONAL"
"Kafeterija | Skyline","+381 11 4114375","https://www.kafeterija.com/","Kneza Miloša 90A, Beograd 11000, Serbien","ChIJW7ag-NB7WkcRJhBRLO5lob8","4.5","340","https://maps.google.com/?cid=13808430006114783270","OPERATIONAL"
"Caffe di trevi","","","Resavska 34-36, Beograd 11000, Serbien","ChIJAV3AR6Z6WkcRkbu9NhY9hhw","4.7","195","https://maps.google.com/?cid=2055397445558188945","OPERATIONAL"
"iCafé","+381 60 3560808","","Višegradska 1, Beograd 11000, Serbien","ChIJyQqxn-dxWkcRrwwfLZnUpJo","4.6","371","https://maps.google.com/?cid=11143265132373544111","OPERATIONAL"
"Svetozar","","","Svetozara Markovića 4, Beograd 11000, Serbien","ChIJfWonGaR6WkcRYLnKWV5O-c0","4.5","686","https://maps.google.com/?cid=14841980214116530528","OPERATIONAL"
"CAFFE PRINCIP","+381 60 1107401","","Gavrila Principa 44a, Beograd 11000, Serbien","ChIJsf2bXqx6WkcRPYDQcVA3GJM","4.5","515","https://maps.google.com/?cid=10599282541662863421","OPERATIONAL"
"Eliscaffe (Cafe)","+381 11 3118287","http://eliscaffe.rs/","Bulevar Mihajla Pupina 10v, Beograd 11070, Serbien","ChIJS5GM-W9lWkcRY1xtjs91d6E","4.6","289","https://maps.google.com/?cid=11634897696643177571","OPERATIONAL"
"Mandat caffe bar","+381 64 1176614","","Kosovska 49, Beograd 11000, Serbien","ChIJbWbsX6V6WkcRxtETOcgUDkg","4.5","615","https://maps.google.com/?cid=5192110270588375494","OPERATIONAL"
"Šoljica","+381 11 3233444","","Trg Nikole Pašića 5, Beograd 11000, Serbien","ChIJ0805Sq56WkcRhp434CfoD9A","4.5","1002","https://maps.google.com/?cid=14992456942502780550","OPERATIONAL"
"Caffe Chicago","+381 11 3541566","","Požeška 76, Beograd 11030, Serbien","ChIJ1RXqIdJvWkcR8FjoNm-npec","4.4","875","https://maps.google.com/?cid=16691931690023016688","OPERATIONAL"
"Choco Caffe","+381 64 8382050","http://chococaffe.com/","Obilićev venac 30, Beograd, Serbien","ChIJCVOaY7J6WkcRKbIT1iZtxZg","4.4","542","https://maps.google.com/?cid=11008324877744845353","OPERATIONAL"
"La Musica Cafe Bar","","","Obilićev venac 21, Beograd, Serbien","ChIJ2QrpDBx7WkcRunonpychgUU","4.5","101","https://maps.google.com/?cid=5008320714804525754","OPERATIONAL"
"Démarche","+381 63 200009","https://facebook.com/Demarchecafe/","Deligradska, Beograd, Serbien","ChIJBfQMdwlwWkcR-hfhr6OFO5g","4.4","1163","https://maps.google.com/?cid=10969508255467902970","OPERATIONAL"
"Kofic","+381 60 3900032","","Skenderbegova 04, Beograd, Serbien","ChIJdaTYp0plWkcRvT5q2IcL9No","4.7","452","https://maps.google.com/?cid=15777248072665022141","OPERATIONAL"
"Cafe&bar Ružica","","","Trg republike, Beograd, Serbien","ChIJxfRPNwZ7WkcR5WgkdOO2bxY","4.2","126","https://maps.google.com/?cid=1616711879271672037","OPERATIONAL"
"Cafe Clinique","+381 11 2401111","","Krušedolska, Beograd, Serbien","ChIJYfJ6hgtwWkcRySYU0a3k_1I","4.3","1260","https://maps.google.com/?cid=5980750265359541961","OPERATIONAL"
"Novo Nebo Caffe","+381 11 2400500","http://www.kudaveceras.rs/","Kraljice Marije 59, Beograd 11050, Serbien","ChIJyaFKL596WkcRBFCWzskwta0","4.4","817","https://maps.google.com/?cid=12516964382658678788","OPERATIONAL"
"Caffe Priča","+381 11 3442573","http://www.kudaveceras.rs/","Petrogradska 9, Beograd, Serbien","ChIJc9vqxXVwWkcRaC2MaxnxbnA","4.6","997","https://maps.google.com/?cid=8101677871166926184","OPERATIONAL"
"Mykonos cafe","+381 11 3294809","http://mykonoscafe.rs/","Čarlija Čaplina 12, Beograd 11000, Serbien","ChIJw1Fco756WkcRyrctK8sbgco","4.6","1467","https://maps.google.com/?cid=14591974827073845194","OPERATIONAL"
"Caffe the 33","+381 11 3291108","http://www.facebook.com/caffethe33/","Sterijina 15, Beograd, Serbien","ChIJ8YJvGL56WkcRIwLsiQbkhSM","4.4","1473","https://maps.google.com/?cid=2559702679964877347","OPERATIONAL"
"Kafe Parkic","","","Cvijićeva 93, Beograd, Serbien","ChIJRVAOV716WkcRORS3lKfqHI8","4.5","1647","https://maps.google.com/?cid=10312375252247057465","OPERATIONAL"
"Martovski cafe","","","Kraljice Marije 13, Beograd 11000, Serbien","ChIJHXInxjF7WkcRO64i1ECgaTg","4.6","935","https://maps.google.com/?cid=4064956338975977019","OPERATIONAL"
"Recoleta Caffe","+381 11 2394309","","Nevesinjska 21, Beograd 11000, Serbien","ChIJk_BKBXVwWkcR-qVlnBAh3l4","4.5","199","https://maps.google.com/?cid=6835937639622092282","OPERATIONAL"
"Drink Different caffe","","","Kraljice Marije 55, Beograd, Serbien","ChIJHZb12556WkcREskEYBhIgOY","4.4","507","https://maps.google.com/?cid=16609354695269730578","OPERATIONAL"
"Atrijum","+381 67 7744558","","Karnegijeva 4, Beograd 11000, Serbien","ChIJHxv_IqJ6WkcRxSN9eKMWqMg","4.5","593","https://maps.google.com/?cid=14458831495029924805","OPERATIONAL"
"Dolce Vita Kafe","+381 11 3229789","","Palmotićeva 20, Beograd, Serbien","ChIJMT_CobB6WkcRdrzCA0xJDGc","4.4","120","https://maps.google.com/?cid=7425390476456541302","OPERATIONAL"
"Cafe Galerija A7","+381 61 6993733","https://www.facebook.com/Cafe-A7-237892429975796/","Smiljanićeva 9, Beograd 11000, Serbien","ChIJy0NUYApwWkcRCbgsdA6BWWU","4.8","137","https://maps.google.com/?cid=7303010169836582921","OPERATIONAL"
"Pasha Cafe","+381 65 9098258","https://www.instagram.com/pasha_loungebar?igsh=eDRlMmVxdms0Z29r&utm_source=qr","Đorđa Kratovca 67, Beograd, Serbien","ChIJL5xGMGJwWkcRjQaRkUv4R20","4.6","1221","https://maps.google.com/?cid=7874535476929037965","OPERATIONAL"
"La la kafe","+381 11 3448765","","Cara Nikolaja II 83, Beograd 11000, Serbien","ChIJB5m11WZxWkcRJ8efBKd8Rhc","4.9","108","https://maps.google.com/?cid=1677164968021051175","OPERATIONAL"
"Caffe Story","+381 11 2404173","","Bulevar kralja Aleksandra 107, Beograd, Serbien","ChIJt12cIXp7WkcRDuCJNFgYb64","4.4","143","https://maps.google.com/?cid=12569291852131983374","OPERATIONAL"
"Gotivo","","https://www.instagram.com/gotivocaffe?igsh=MTR5ZmV6ZmRpcWhkMA==","Krfska 24, Beograd 11120, Serbien","ChIJF4TqIoF7WkcRB1-nzTTUW5w","4.9","231","https://maps.google.com/?cid=11266832216051113735","OPERATIONAL"
"Mañana","+381 63 290658","","Bulevar kralja Aleksandra 243, Beograd 11050, Serbien","ChIJZWOn-lZxWkcRAFsjQ67njdU","4.7","580","https://maps.google.com/?cid=15388210237431569152","OPERATIONAL"
"Mio Caffe","+381 11 2412371","","Bulevar kralja Aleksandra 294, Beograd 11000, Serbien","ChIJhRaSd4BwWkcREe4cKUQyJZE","4.5","528","https://maps.google.com/?cid=10458820977966771729","OPERATIONAL"
"Xplicit","+381 11 3088866","","Hadži-Đerina 22, Beograd 11000, Serbien","ChIJHQxVpp96WkcRYbzrp1hi80Q","4.5","811","https://maps.google.com/?cid=4968422946833677409","OPERATIONAL"
"Caffe Patris","+381 65 9797777","","Pana Đukića 1, Beograd 11060, Serbien","ChIJ2W5b9l96WkcRm5dtnwUHZpo","4.5","774","https://maps.google.com/?cid=11125587650196379547","OPERATIONAL"
"Priča Bar","+381 11 3440298","","11000, Braničevska 19, Beograd 11000, Serbien","ChIJ_Q1Rl3JwWkcR8qzgR913gXo","4.6","875","https://maps.google.com/?cid=8827468536900267250","OPERATIONAL"
"Caffe Soul","+381 65 3663666","","локал, Cara Nikolaja II 67, Beograd, Serbien","ChIJAVcZB3dwWkcRlbyJv-JCG1Y","4.7","381","https://maps.google.com/?cid=6204626453276507285","OPERATIONAL"
"Dusha Specialty Coffee","+381 61 6393206","https://www.instagram.com/dusha_beograd","Mileševska 25, Beograd 11000, Serbien","ChIJdfIOVdJxWkcRy-kKXShORjg","4.8","569","https://maps.google.com/?cid=4055014449760365003","OPERATIONAL"
"Caffe Selfie","+381 62 401010","https://selfierestoran.rs/","Vojislava Ilića 73/a, Beograd 11054, Serbien","ChIJTbZVIYdwWkcRYTpxWesLZm8","4.3","729","https://maps.google.com/?cid=8027116491280300641","OPERATIONAL"
"Tiffany Caffe Vračar","+381 65 9333168","https://www.instagram.com/tiffanycaffevracar","Cerska 99, Beograd 11000, Serbien","ChIJowSAVepxWkcRHdlH9x_GJNc","4.5","113","https://maps.google.com/?cid=15502733657911056669","OPERATIONAL"
"Cafe Soliter","+381 11 2146329","","Bulevar umetnosti 1, Beograd 11070, Serbien","ChIJcR_PTWVlWkcR5ql-WGel7DQ","4.5","624","https://maps.google.com/?cid=3813604847760878054","OPERATIONAL"
"Kafić Parkić","","","Milentija Popovića 32d, Beograd 11000, Serbien","ChIJfQLtYV9lWkcRQ6JVabgBPZg","4.5","326","https://maps.google.com/?cid=10969926158897226307","OPERATIONAL"
"Drinka Caffe Bar","+381 62 423051","https://instagram.com/cafebardrinka","Kosovska 33, Beograd, Serbien","ChIJU0lM7696WkcRCfYenyaVSXM","4.4","588","https://maps.google.com/?cid=8307334980772492809","OPERATIONAL"
"Đura Cafe Bar","+381 64 9108628","http://www.djurabar.rs/","Venizelosova 62, Beograd, Serbien","ChIJ5UUfn7d6WkcRT6gl17oepZI","4.6","2188","https://maps.google.com/?cid=10566885888517056591","OPERATIONAL"
"Topolska 18","+381 66 139133","http://www.topolska18.com/","Topolska 18, Beograd 11000, Serbien","ChIJ2_MD1HVwWkcRcND04fJmLqM","4.7","812","https://maps.google.com/?cid=11758448870469980272","OPERATIONAL"
"Cafe Major","","https://www.facebook.com/profile.php?id=100087109751652","Mike Alasa 19, Beograd 11102, Serbien","ChIJV66T_L5lWkcRyz2iMhglguQ","4.7","87","https://maps.google.com/?cid=16465763973478890955","OPERATIONAL"
"Martovski_cafe2","","https://instagram.com/martovski_cafe2","Džordža Vašingtona 40, Beograd 11000, Serbien","ChIJyaYrDNd7WkcRM8c4HPw2g3M","4.7","441","https://maps.google.com/?cid=8323556992743950131","OPERATIONAL"
"Kaffic","+381 65 6655222","","Luke Vukalovića 4, Beograd 11000, Serbien","ChIJY6sDpz17WkcR6J4RhJfqDSs","4.5","86","https://maps.google.com/?cid=3102393654804848360","OPERATIONAL"
"Senka bar","+381 66 8018577","","Zgrada, Maslacak / Ljubicica, Jurija Gagarina 14G, Beograd 11070, Serbien","ChIJfyRaJ_1vWkcRI67qhamEjqQ","4.7","277","https://maps.google.com/?cid=11857560732544183843","OPERATIONAL"
"Caffe Prime","","","Bulevar maršala Tolbuhina 8, Beograd, Serbien","ChIJIw9aZJxlWkcRnApIQEw56MY","4.4","1965","https://maps.google.com/?cid=14332768813765364380","OPERATIONAL"
"Denada Bistro & Cafe","+381 64 6485849","https://denada.rs/","Kosančićev venac 1, Beograd 11000, Serbien","ChIJSRJSJ8BlWkcRIrWI8XxEXiQ","4.7","827","https://maps.google.com/?cid=2620607336595109154","OPERATIONAL"
"BLVD Snack Bar","","","Bulevar Nikole Tesle, Beograd, Serbien","ChIJcx0jT3JlWkcRMC4BGIWelfY","4.5","109","https://maps.google.com/?cid=17768282199330729520","OPERATIONAL"
"Caffe Cvetni Trg","","","Njegoševa 8, Beograd, Serbien","ChIJMw_SFad6WkcR3VkCUbwyuXM","4.6","192","https://maps.google.com/?cid=8338751969447533021","OPERATIONAL"
"Kafeterija - Svet Kafe","+381 69 5577030","","Bulevar oslobođenja 11, Beograd 11000, Serbien","ChIJOz-zl4lxWkcR_oUGfmf7lyc","4.9","153","https://maps.google.com/?cid=2853025310877058558","OPERATIONAL"
"Cafe ""Mr. Black""","","http://www.mrblack.rs/","22. Oktobra 1, Beograd 11080, Serbien","ChIJpzq0-gllWkcRMX5SHShr5Hw","4.5","387","https://maps.google.com/?cid=8999435775427903025","OPERATIONAL"
"Kafeterija Fontana","+381 11 4113508","https://www.kafeterija.com/","RS, 11000, Pariske komune 13, Beograd, Serbien","ChIJu3RppXdlWkcRdO8jV3dNs90","4.3","4396","https://maps.google.com/?cid=15975197478171701108","OPERATIONAL"
"Buscaglione Espresso","+381 11 4038796","https://www.buscaglione.com/srb/sr/content/18-company","Krunska 27, Beograd 11000, Serbien","ChIJqy6KLbd7WkcRxNRaOYaLbuU","4.5","89","https://maps.google.com/?cid=16532304690727802052","OPERATIONAL"
"Kafe kafe court","+381 60 1371378","http://kafekafe.rs/","Bulevar Mihajla Pupina 16a, Beograd 11000, Serbien","ChIJ46xXJABlWkcRxyanXku4aFU","4.8","27","https://maps.google.com/?cid=6154371524651853511","OPERATIONAL"
"Cafe Graziella","+381 11 2644375","https://www.011info.com/kafe-barovi-i-klubovi/cafe-graziella","Sarajevska 56, Beograd 11000, Serbien","ChIJG3jprgZwWkcRHktr4dIc-7o","4.7","102","https://maps.google.com/?cid=13473394402259585822","OPERATIONAL"
"KORTO Cafe and More","+381 69 690014","http://www.facebook.com/kortocm","Nebojšina 31, Beograd 11000, Serbien","ChIJK4nHUw1wWkcRNhVm7l8QUJ8","4.2","18","https://maps.google.com/?cid=11479693454374999350","OPERATIONAL"
"Greenet Stari Grad","","","Nušićeva 4, Beograd, Serbien","ChIJWx0uBK56WkcRMQwbnrdsT4o","4.4","1896","https://maps.google.com/?cid=9966304036281584689","OPERATIONAL"
"Caffe&Bar Puškin","+381 62 1030626","","Knez-Miletina 32, Beograd 11000, Serbien","ChIJb5WG17l6WkcReXz-aAGPUqU","4.5","429","https://maps.google.com/?cid=11912741200567630969","OPERATIONAL"
"„Змај“","+381 11 3288026","","Zmaj Jovina 15, Beograd, Serbien","ChIJydF_IbN6WkcR-sF4u-5c3_E","4.1","1069","https://maps.google.com/?cid=17428751263364334074","OPERATIONAL"
"Ambient cafè","","","Dvadeset sedmog marta 23a, Beograd, Serbien","ChIJv5RRUaN6WkcRUl2sus8shpQ","4.4","345","https://maps.google.com/?cid=10702290835194273106","OPERATIONAL"
"Popy Coffee Family","","https://www.instagram.com/popycoffee/?hl=sr","Kralja Petra 82, Beograd 11000, Serbien","ChIJ2cBL0dNlWkcRCcgn1sRNeu8","4.9","542","https://maps.google.com/?cid=17256190430025336841","OPERATIONAL"
"Ceger Cafe Restaurant","+381 69 1231000","http://www.kafeceger.com/","Skerlićeva 20, Beograd 11000, Serbien","ChIJQTM9xAxwWkcR_9qDt-Lxvlg","4.6","3899","https://maps.google.com/?cid=6394814476956457727","OPERATIONAL"
"D59B | Belgrade","","http://shop.d59b.rs/","Kralja Petra 70, Beograd, Serbien","ChIJbSHRw7V6WkcRsVW2Cmk27Bc","4.7","958","https://maps.google.com/?cid=1723812582155244977","OPERATIONAL"
"Kafic","+381 60 1562355","","Takovska 49a, Beograd 11000, Serbien","ChIJfaLb_bt6WkcRhUnQgT1-LpU","4.5","34","https://maps.google.com/?cid=10749668163215968645","OPERATIONAL"
"Pričica Coffee Bar","+381 60 1569569","http://instagram.com/pricica_bgd","Karađorđeva 36, Beograd 11000, Serbien","ChIJJ5c_OKBlWkcRULcjC1bflr0","4.7","203","https://maps.google.com/?cid=13661352080322049872","OPERATIONAL"
"Kiosk kafe","","","Kneginje Ljubice 7, Beograd, Serbien","ChIJl7QEnOZ7WkcR0DLH7chpPbQ","4.7","106","https://maps.google.com/?cid=12987653212110009040","OPERATIONAL"
"Energy Caffe Bar & Workspace - Zvezdara","+381 64 1156899","http://be-well.rs/","Kajmakčalanska 64, Beograd 11050, Serbien","ChIJ9eL87XlxWkcREJFx-NZ_7Mw","4.8","37","https://maps.google.com/?cid=14766317839508934928","OPERATIONAL"
"Kafe ŠMEK","","","Strahinjića Bana 27, Beograd, Serbien","ChIJ-7rAiVJlWkcRedfoO1Ih6Xw","4.8","35","https://maps.google.com/?cid=9000761967352797049","OPERATIONAL"
"Diverzija","+381 11 6900778","https://www.diverzija.rs/","Bulevar Vudro Vilson 8, Beograd 11000, Serbien","ChIJYx4Q4RF7WkcR4KsVL6wIzaA","4.2","556","https://maps.google.com/?cid=11586926951911500768","OPERATIONAL"
"Zrno Kafe","","","Aleksandra Dubčeka 9a, Beograd 11080, Serbien","ChIJfw4Kt99lWkcRfw2KQOUXhDQ","4.7","378","https://maps.google.com/?cid=3784175860295798143","OPERATIONAL"
"Jonny Deck Board Game & Cafe","+381 63 389955","http://jonnydeck.rs/","Dečanska, Beograd, Serbien","ChIJicbPdQB7WkcRpqhm37MOBQ4","5","43","https://maps.google.com/?cid=1010229857124526246","OPERATIONAL"
"Kafe Carli","+381 11 3189613","http://www.kudaveceras.rs/","231/130 JURIJA GAGARINA, 11070, Beograd (Novi Beograd), Grad Beograd, Beograd 11070, Serbien","ChIJLwhNLI5vWkcRqaZJPEdyYvg","4.3","19","https://maps.google.com/?cid=17897993519403476649","OPERATIONAL"
"Kafe-Kafe Bgd","+381 60 3903003","","22. Oktobra 22, Beograd 11080, Serbien","ChIJT90XkeRlWkcRmJDfnX0NMfQ","4.7","582","https://maps.google.com/?cid=17595860052283986072","OPERATIONAL"
"The Cups Coffee House","+381 62 8565335","","22. Oktobra 8, Beograd, Serbien","ChIJoW_FXx5lWkcRzF_ZCGkaBBM","4.9","154","https://maps.google.com/?cid=1370249225049825228","OPERATIONAL"
"Kafeterija Coffee Vibes #3","+381 64 1407203","","Bulevar maršala Tolbuhina 11, Beograd 11070, Serbien","ChIJDZGUGnplWkcRhf8nRapgCog","4.9","47","https://maps.google.com/?cid=9802753823346261893","OPERATIONAL"
"Кафић Три секунде","+381 63 394797","","11070, Španskih boraca 22D, Beograd, Serbien","ChIJC-lJiGFlWkcRldVvpcjNEKc","4.6","162","https://maps.google.com/?cid=12038348065614058901","OPERATIONAL"
"„Корак испред“","+381 63 475499","https://m.facebook.com/korakbg/?locale2=sr_RS","RS, 11080, Gospodska 17, Beograd, Serbien","ChIJKTZqNqllWkcRlZ-5rdA2-ws","4.6","779","https://maps.google.com/?cid=863344023467302805","OPERATIONAL"
"Kafeterija Kofilin","+381 64 1370863","","Trg Branka Radičevića 2, Beograd 11080, Serbien","ChIJgR0zcxNlWkcRrS2xeJ2CHEc","4.7","159","https://maps.google.com/?cid=5124114088887135661","OPERATIONAL"
"Brejk kafe","+381 63 7480441","","Kosovska 35, Beograd 11000, Serbien","ChIJ6zOdB_R7WkcRzETKl_SP_AQ","5","20","https://maps.google.com/?cid=359320350964204748","OPERATIONAL"
"Cafe Fokus","+381 11 2107733","","Nikolaja Ostrovskog 15, Beograd, Serbien","ChIJvz5oJ6dlWkcRoCBRCNsz6LE","4.5","804","https://maps.google.com/?cid=12819553355140505760","OPERATIONAL"
"Blue wave caffe restaurant","","https://www.instagram.com/bluewavecafferestaurant","Tadeuša Košćuška 63, Beograd, Serbien","ChIJ-cyOrTBlWkcRz50L2c4dgPg","4.3","1085","https://maps.google.com/?cid=17906344892666977743","OPERATIONAL"
"Cafe KVART","+381 11 3341924","","Hilandarska 8, Beograd 11000, Serbien","ChIJcd7TW7B6WkcRrz3bV7tOziU","4.5","148","https://maps.google.com/?cid=2724201391145565615","OPERATIONAL"
"Caffe Liberte","+381 66 081030","https://m.facebook.com/caffeliberte/?locale2=sr_RS","Draže Pavlovića 12, Beograd 11000, Serbien","ChIJp5ajYrx6WkcRx0t3KcYvzkc","4.6","337","https://maps.google.com/?cid=5174125550040992711","OPERATIONAL"
"Coffee place","+381 66 301274","","Takovska 13, Beograd, Serbien","ChIJv7RApsh7WkcR9lOtWkHbuDc","5","186","https://maps.google.com/?cid=4015200141541463030","OPERATIONAL"
"Lexington Caffe","+381 65 3232392","","Cvijićeva 37, Beograd, Serbien","ChIJHTFZzFllWkcRtnJbOL-t8e0","4.6","200","https://maps.google.com/?cid=17145676293172064950","OPERATIONAL"
"Дистрикт кафе","+381 64 1410110","","Dunavska 2d, Beograd 11000, Serbien","ChIJ31JiOXNlWkcRY3xY41VRITY","4.4","127","https://maps.google.com/?cid=3900488181607857251","OPERATIONAL"
"LAWUK","+381 69 626628","https://www.facebook.com/LAWUK-1219520668175143/","Strahinjića Bana 72a, Beograd 11000, Serbien","ChIJ_03MPbR6WkcR7U3AELalHW0","4.6","698","https://maps.google.com/?cid=7862622725842423277","OPERATIONAL"
"June Cafe","+381 69 5334781","https://junebelgrade.com/","Gospodar-Jevremova 25, Beograd 11158, Serbien","ChIJGdU3YNh7WkcR4fgn8iBunqg","4.6","1180","https://maps.google.com/?cid=12150269932472891617","OPERATIONAL"
"Botiška Cafe","+381 65 8960000","","Vojvode Dobrnjca 2, Beograd 11060, Serbien","ChIJNQK07bt6WkcRHMqEFpDJims","4.6","638","https://maps.google.com/?cid=7749227729534634524","OPERATIONAL"
"Kafe Pauza","","","Tadeuša Košćuška 61, Beograd, Serbien","ChIJDR5rtjBlWkcRBqa4RtRJ_uY","4.4","424","https://maps.google.com/?cid=16644822448876332550","OPERATIONAL"
"Cetiri coffee bar","+381 63 1419867","https://www.instagram.com/cetiricoffee/","Terazije 36, Beograd 11000, Serbien","ChIJL22R_aN7WkcRq2Fvm5YGtgo","4.7","127","https://maps.google.com/?cid=771811630063247787","OPERATIONAL"
"Fracci Caffetteria","","","Strahinjića Bana 78a, Beograd, Serbien","ChIJa6U-JLV6WkcRcUUda16BVWE","4.4","197","https://maps.google.com/?cid=7013654237223404913","OPERATIONAL"
"Coffeedream","+381 11 3233333","http://www.coffeedream.rs/","Zmaj Jovina 14, Beograd, Serbien","ChIJ04RgILN6WkcRrqH6ICPV1N4","4.5","2835","https://maps.google.com/?cid=16056692918336528814","OPERATIONAL"
"STRUCTOR art caffe","+381 69 2224224","","Kneza Danila 7, Beograd, Serbien","ChIJhyBb1qJ6WkcRlSqNcwINYUw","4.4","241","https://maps.google.com/?cid=5503694523803183765","OPERATIONAL"
